0.0  0
0.0  0
0.0  954
1.0  956
2.0  484
3.0  47.8
4.0  47.7
5.0  47.8
6.0  47.7
7.0  24.2
8.0  13.4
9.0  95.7
10.0  95.6
11.0  95.7
12.0  48.1
13.0  0
14.0  0
15.0  0
16.0  0
17.0  0
18.0  288
19.0  479
20.0  475
21.0  478
22.0  478
23.0  478
24.0  478
